date,sku,historical_demand,forecasted_demand
2024-06-23,SKU0005,1168,1127
2024-08-23,SKU0018,307,523
2021-07-08,SKU0021,653,910
2021-03-28,SKU0020,284,279
2023-02-17,SKU0008,391,589
2022-04-27,SKU0015,359,465
2021-05-21,SKU0021,768,829
2019-10-22,SKU0025,796,686
2021-05-13,SKU0009,931,927
2021-11-03,SKU0019,164,32
2020-08-17,SKU0029,732,997
2022-03-28,SKU0026,580,599
2023-02-26,SKU0022,820,1038
2022-09-14,SKU0006,1247,1425
2020-09-05,SKU0004,123,136
2024-02-16,SKU0011,343,560
2023-05-23,SKU0029,523,769
2023-05-03,SKU0010,1075,1326
2023-05-12,SKU0003,128,73
2022-03-01,SKU0001,1158,1190
2020-04-09,SKU0012,656,826
2023-01-19,SKU0023,1150,1359
2022-07-14,SKU0015,737,770
2020-07-21,SKU0015,938,951
2019-02-07,SKU0021,70,236
2019-09-02,SKU0014,272,552
2019-01-21,SKU0026,1210,1070
2022-02-07,SKU0007,1026,1188
2023-06-18,SKU0017,1308,1185
2020-01-29,SKU0024,21,0
2022-12-04,SKU0019,165,294
2021-09-13,SKU0007,1333,1631
2023-07-30,SKU0028,874,889
2024-08-17,SKU0003,497,509
2024-03-25,SKU0030,433,536
2019-10-17,SKU0003,757,756
2023-11-22,SKU0026,233,384
2021-06-30,SKU0025,836,666
2019-12-27,SKU0029,662,751
2023-06-11,SKU0018,724,866
2019-08-07,SKU0030,375,647
2024-07-08,SKU0020,729,663
2024-08-02,SKU0022,1269,1151
2024-08-06,SKU0014,302,492
2021-04-11,SKU0003,404,250
2023-11-29,SKU0028,707,898
2023-11-27,SKU0026,916,921
2022-05-28,SKU0030,20,204
2020-08-17,SKU0026,256,436
2024-11-24,SKU0007,398,274
2020-08-03,SKU0007,50,108
2023-10-14,SKU0005,446,682
2024-08-17,SKU0003,1293,1184
2019-03-22,SKU0018,826,1047
2024-11-25,SKU0015,594,828
2022-09-06,SKU0020,817,1015
2023-05-22,SKU0014,635,534
2019-12-12,SKU0029,1285,1467
2024-03-01,SKU0004,1388,1382
2020-07-08,SKU0027,1072,1063
2019-10-29,SKU0024,1141,1008
2019-07-19,SKU0008,1476,1664
2021-11-28,SKU0029,774,815
2019-11-03,SKU0021,972,861
2023-07-15,SKU0013,396,540
2024-02-15,SKU0022,682,491
2024-01-21,SKU0008,1050,1113
2023-10-31,SKU0015,710,777
2019-10-03,SKU0017,1395,1514
2022-03-21,SKU0005,1120,1037
2022-11-02,SKU0020,528,577
2020-09-29,SKU0004,684,542
2023-11-11,SKU0011,612,606
2021-07-18,SKU0018,185,459
2024-02-24,SKU0010,695,544
2019-07-02,SKU0017,214,420
2024-01-19,SKU0030,1274,1369
2019-03-13,SKU0015,215,392
2023-08-04,SKU0006,28,0
2022-07-19,SKU0023,101,362
2021-11-09,SKU0021,122,48
2021-03-25,SKU0016,53,98
2023-03-07,SKU0015,1306,1192
2019-11-06,SKU0008,1140,1418
2024-08-23,SKU0009,615,491
2019-05-12,SKU0011,556,732
2024-02-21,SKU0027,113,116
2021-01-09,SKU0002,854,1136
2021-03-05,SKU0027,675,620
2019-09-15,SKU0013,976,924
2022-06-11,SKU0004,700,992
2024-01-26,SKU0027,1316,1226
2021-09-01,SKU0009,1218,1507
2021-11-13,SKU0005,291,219
2019-09-28,SKU0019,260,312
2022-01-23,SKU0022,1230,1195
2019-05-22,SKU0003,563,659
2021-06-20,SKU0030,48,273
2019-10-01,SKU0021,1029,1323
2020-04-09,SKU0003,378,314
2022-05-16,SKU0006,1417,1495
2022-08-12,SKU0028,223,356
2019-10-15,SKU0010,1046,856
2021-05-25,SKU0005,1007,877
2024-06-15,SKU0030,656,614
2022-01-25,SKU0025,109,124
2022-04-29,SKU0003,723,548
2020-03-22,SKU0022,552,637
2020-12-22,SKU0024,1422,1383
2024-12-03,SKU0007,1195,1424
2022-09-13,SKU0022,1005,906
2020-02-11,SKU0030,697,565
2023-09-22,SKU0018,725,657
2020-11-24,SKU0023,305,293
2020-05-09,SKU0008,958,968
2021-08-05,SKU0001,953,995
2019-01-23,SKU0025,1174,1139
2022-02-02,SKU0004,1451,1662
2023-08-26,SKU0024,620,829
2020-07-11,SKU0026,1490,1350
2023-06-05,SKU0007,629,790
2021-07-29,SKU0014,876,954
2022-05-30,SKU0013,555,784
2023-07-15,SKU0010,66,0
2019-03-19,SKU0023,1179,1008
2022-09-07,SKU0018,834,956
2021-03-17,SKU0001,205,480
2021-11-07,SKU0004,785,745
2021-02-06,SKU0028,154,187
2020-03-29,SKU0016,1097,1283
2022-12-18,SKU0016,1072,1324
2023-02-08,SKU0018,782,958
2021-11-16,SKU0008,1490,1628
2024-03-03,SKU0010,584,553
2019-12-29,SKU0016,707,824
2020-06-08,SKU0023,178,163
2022-05-02,SKU0024,1071,927
2023-01-25,SKU0011,1095,1134
2024-10-04,SKU0006,112,168
2022-06-07,SKU0001,756,913
2024-01-30,SKU0030,896,896
2020-12-22,SKU0029,820,1063
2024-06-06,SKU0029,158,282
2022-04-22,SKU0012,785,899
2022-12-19,SKU0025,1053,1154
2022-10-30,SKU0006,1120,1025
2024-09-19,SKU0028,250,339
2023-02-16,SKU0013,1115,1015
2021-09-30,SKU0026,112,8
2021-07-14,SKU0017,258,210
2021-05-05,SKU0001,106,331
2019-03-25,SKU0008,574,402
2024-09-24,SKU0022,1413,1365
2023-03-23,SKU0008,990,1227
2021-09-12,SKU0024,1381,1559
2024-02-12,SKU0011,1222,1094
2019-05-16,SKU0014,426,479
2022-04-21,SKU0024,858,1108
2023-09-29,SKU0010,917,1115
2022-04-10,SKU0015,1143,946
2021-06-27,SKU0007,1332,1368
2020-08-12,SKU0007,626,463
2024-05-05,SKU0010,474,293
2021-08-13,SKU0004,551,463
2022-02-17,SKU0025,343,165
2022-08-24,SKU0028,627,847
2023-04-03,SKU0018,135,380
2023-12-12,SKU0027,276,442
2024-10-01,SKU0025,30,0
2021-03-16,SKU0010,246,466
2022-12-26,SKU0019,410,457
2019-02-21,SKU0014,26,126
2019-03-13,SKU0013,72,0
2019-01-28,SKU0015,1120,952
2020-04-13,SKU0016,672,606
2021-02-02,SKU0002,1369,1423
2022-11-25,SKU0029,475,552
2021-03-30,SKU0004,1323,1255
2023-01-29,SKU0021,1322,1359
2023-08-03,SKU0018,286,100
2020-07-13,SKU0029,1472,1548
2020-01-14,SKU0017,211,136
2024-04-02,SKU0010,1099,1243
2021-12-11,SKU0027,400,216
2019-03-20,SKU0021,654,765
2022-11-09,SKU0009,1057,906
2021-04-13,SKU0015,497,431
2021-10-28,SKU0028,847,764
2024-09-03,SKU0012,1351,1528
2020-03-25,SKU0021,97,202
2024-06-15,SKU0028,365,224
2023-01-24,SKU0027,462,386
2023-10-09,SKU0026,27,293
2024-05-24,SKU0009,712,627
2023-03-31,SKU0014,1409,1599
2020-11-20,SKU0013,272,495
2024-06-13,SKU0028,825,797
2022-11-02,SKU0026,1150,1136
2020-08-09,SKU0006,201,498
2024-11-21,SKU0019,1310,1197
2024-01-04,SKU0004,449,451
2024-06-08,SKU0020,1111,1271
2020-09-18,SKU0017,1341,1451
2024-07-24,SKU0019,18,137
2019-12-30,SKU0003,1130,1378
2024-12-22,SKU0029,1481,1462
2020-01-09,SKU0014,310,461
2024-09-17,SKU0017,411,378
2024-06-10,SKU0013,741,721
2024-09-25,SKU0009,623,722
2024-09-14,SKU0027,731,977
2024-11-12,SKU0001,634,563
2022-10-16,SKU0025,497,759
2023-03-29,SKU0017,243,191
2022-03-15,SKU0016,689,960
2024-04-24,SKU0018,576,681
2020-01-03,SKU0002,1403,1411
2019-03-06,SKU0014,514,424
2021-01-23,SKU0022,206,441
2023-03-24,SKU0023,947,1246
2024-07-28,SKU0027,393,329
2024-02-20,SKU0017,1044,1198
2023-04-28,SKU0003,1366,1569
2021-01-25,SKU0002,717,727
2023-03-05,SKU0008,201,146
2020-08-19,SKU0025,119,2
2024-01-09,SKU0029,388,217
2022-10-27,SKU0002,233,520
2023-05-06,SKU0002,601,465
2019-04-22,SKU0026,1343,1166
2020-03-28,SKU0009,711,982
2024-12-26,SKU0030,981,1211
2024-02-15,SKU0020,1203,1213
2022-06-16,SKU0021,856,877
2019-09-10,SKU0029,1391,1280
2024-06-27,SKU0027,75,0
2022-12-30,SKU0025,648,619
2024-04-26,SKU0006,649,678
2022-08-19,SKU0026,495,707
2024-10-20,SKU0012,1224,1100
2024-02-01,SKU0025,829,696
2022-01-05,SKU0009,1369,1533
2019-03-03,SKU0007,482,682
2023-02-03,SKU0030,1242,1394
2022-03-26,SKU0012,1083,1271
2021-03-16,SKU0026,990,881
2024-12-12,SKU0025,618,505
2024-02-19,SKU0005,549,813
2020-06-24,SKU0016,645,494
2020-09-17,SKU0005,1244,1146
2023-06-03,SKU0012,501,668
2019-04-16,SKU0024,1156,1379
2022-02-28,SKU0026,845,1136
2023-09-05,SKU0020,52,0
2024-03-23,SKU0009,449,427
2024-08-11,SKU0023,61,127
2020-01-04,SKU0007,1046,1113
2022-06-28,SKU0029,43,239
2021-08-03,SKU0019,819,938
2019-10-20,SKU0020,658,465
2020-08-06,SKU0023,727,975
2024-12-10,SKU0011,851,915
2021-02-03,SKU0027,46,321
2024-10-13,SKU0030,819,1004
2022-07-28,SKU0021,1047,924
2022-11-15,SKU0012,88,284
2020-03-03,SKU0003,1197,1236
2024-07-07,SKU0017,1142,1199
2019-04-17,SKU0007,734,729
2020-10-20,SKU0022,177,436
2022-03-28,SKU0010,1018,1249
2022-05-10,SKU0023,1365,1494
2019-06-04,SKU0015,1082,1012
2021-06-14,SKU0030,900,1151
2023-03-02,SKU0002,437,626
2023-06-09,SKU0013,1451,1593
2021-09-19,SKU0028,425,485
2022-08-16,SKU0004,967,1008
2022-10-17,SKU0018,1404,1590
2022-07-25,SKU0024,485,678
2021-01-28,SKU0023,1208,1178
2021-01-16,SKU0001,459,405
2020-08-15,SKU0002,920,989
2023-03-29,SKU0002,1125,1073
2019-01-16,SKU0004,1038,1217
2021-09-19,SKU0003,747,845
2021-12-04,SKU0017,50,0
2022-09-06,SKU0028,308,256
2020-12-03,SKU0014,1057,1276
2020-09-04,SKU0002,1004,1083
2019-04-15,SKU0016,634,615
2023-02-06,SKU0011,204,169
2020-01-31,SKU0025,739,555
2024-07-03,SKU0013,1093,1042
2021-04-30,SKU0001,1253,1391
2024-06-11,SKU0025,532,376
2020-03-17,SKU0023,107,236
2023-07-27,SKU0002,875,863
2021-05-22,SKU0002,1264,1202
2020-10-28,SKU0021,250,110
2021-11-17,SKU0029,134,227
2020-09-19,SKU0005,1113,1234
2022-11-29,SKU0004,1463,1295
2019-12-14,SKU0012,688,786
2022-06-17,SKU0026,1321,1535
2021-10-14,SKU0026,406,317
2020-07-23,SKU0029,1331,1421
2024-09-04,SKU0028,101,0
2024-05-06,SKU0003,1384,1614
2022-09-13,SKU0020,692,986
2020-10-31,SKU0010,1316,1215
2020-12-18,SKU0020,1169,991
2019-09-24,SKU0018,403,622
2022-12-09,SKU0021,813,1036
2022-09-18,SKU0021,1025,1311
2021-10-19,SKU0021,1142,1159
2024-07-30,SKU0027,854,742
2020-07-18,SKU0027,1214,1222
2022-06-24,SKU0010,1026,1096
2021-11-25,SKU0001,941,1161
2022-11-25,SKU0006,1020,1056
2019-01-28,SKU0011,176,363
2019-08-08,SKU0002,1280,1485
2020-02-10,SKU0007,872,880
2023-06-26,SKU0020,476,553
2023-12-04,SKU0021,397,661
2023-10-26,SKU0021,219,224
2023-08-02,SKU0021,172,49
2021-03-02,SKU0018,735,935
2021-08-20,SKU0021,1413,1540
2022-08-02,SKU0019,501,398
2021-04-13,SKU0004,760,905
2019-11-13,SKU0013,1283,1447
2022-08-13,SKU0018,130,279
2022-08-23,SKU0020,1136,1405
2019-12-17,SKU0029,797,932
2020-05-25,SKU0025,798,691
2020-05-06,SKU0024,929,808
2024-04-15,SKU0013,722,559
2023-06-06,SKU0030,1043,1250
2024-08-18,SKU0027,214,241
2023-03-01,SKU0028,1333,1615
2023-05-03,SKU0019,1274,1207
2023-04-25,SKU0017,487,482
2023-10-28,SKU0001,1405,1670
2024-06-14,SKU0006,1432,1621
2022-06-22,SKU0019,1294,1375
2024-09-11,SKU0020,1430,1330
2021-11-12,SKU0001,1217,1491
2019-02-18,SKU0008,1464,1688
2020-04-06,SKU0017,312,186
2019-12-02,SKU0021,78,171
2022-10-13,SKU0022,179,186
2022-02-19,SKU0015,1003,885
2019-12-25,SKU0018,674,900
2019-07-12,SKU0007,13,249
2022-12-10,SKU0016,858,800
2022-11-01,SKU0007,245,518
2021-01-25,SKU0017,1037,892
2023-08-12,SKU0004,98,258
2021-04-07,SKU0012,32,271
2021-06-08,SKU0013,1459,1545
2020-10-14,SKU0004,256,266
2024-04-05,SKU0021,33,273
2021-04-30,SKU0001,18,0
2019-04-21,SKU0001,1283,1490
2020-09-11,SKU0007,588,445
2021-03-03,SKU0009,1439,1311
2024-09-28,SKU0001,136,150
2022-03-03,SKU0016,358,545
2020-08-10,SKU0018,753,818
2022-08-02,SKU0022,1139,1385
2024-05-11,SKU0015,403,275
2019-10-24,SKU0006,1225,1491
2023-06-18,SKU0002,1399,1469
2020-07-22,SKU0009,249,547
2022-04-02,SKU0004,445,598
2021-04-11,SKU0013,953,986
2020-09-01,SKU0023,277,395
2019-01-16,SKU0022,111,0
2022-10-01,SKU0011,1496,1408
2019-03-13,SKU0013,745,607
2019-09-27,SKU0011,687,858
2019-10-14,SKU0019,391,374
2019-03-07,SKU0008,968,1044
2021-05-29,SKU0007,142,103
2019-03-09,SKU0025,1055,1097
2022-05-01,SKU0016,180,124
2022-11-03,SKU0003,578,523
2021-08-31,SKU0017,797,677
2020-05-22,SKU0018,268,389
2022-01-30,SKU0028,1259,1493
2021-06-04,SKU0027,1300,1420
2024-06-10,SKU0015,552,394
2021-02-13,SKU0028,632,744
2021-07-14,SKU0017,274,467
2019-04-30,SKU0011,742,834
2024-04-22,SKU0005,85,60
2020-05-02,SKU0016,1086,1261
2024-10-26,SKU0015,403,271
2020-03-16,SKU0010,191,46
2020-04-06,SKU0014,1316,1234
2020-09-03,SKU0002,1054,1057
2022-08-10,SKU0016,1353,1572
2023-07-18,SKU0019,106,320
2021-07-05,SKU0008,621,475
2019-01-06,SKU0015,275,112
2020-11-11,SKU0010,650,692
2023-07-02,SKU0030,555,555
2019-04-09,SKU0005,1105,1140
2020-06-09,SKU0020,1087,1360
2022-03-26,SKU0016,566,380
2023-08-17,SKU0021,585,528
2022-02-12,SKU0026,884,760
2020-01-31,SKU0022,128,400
2021-02-08,SKU0012,255,532
2024-01-01,SKU0023,933,1041
2023-03-26,SKU0030,230,469
2020-11-13,SKU0013,1160,1222
2023-04-06,SKU0009,862,846
2019-01-15,SKU0017,1478,1332
2022-05-21,SKU0020,354,461
2019-01-05,SKU0028,145,0
2024-03-23,SKU0012,1056,1154
2022-11-26,SKU0025,259,98
2023-05-27,SKU0005,86,115
2019-06-18,SKU0024,842,1018
2021-03-02,SKU0012,264,349
2021-09-26,SKU0001,391,328
2019-06-01,SKU0020,231,508
2020-05-18,SKU0028,900,802
2023-04-23,SKU0016,587,393
2024-09-22,SKU0030,446,409
2020-05-18,SKU0012,1152,1370
2021-04-22,SKU0009,1294,1565
2019-12-17,SKU0013,1112,1334
2024-09-01,SKU0017,465,684
2023-07-18,SKU0017,933,1097
2020-08-20,SKU0004,1193,1268
2021-12-02,SKU0014,127,0
2019-02-09,SKU0019,1197,1092
2019-06-24,SKU0007,1049,907
2021-09-25,SKU0027,572,602
2023-01-24,SKU0003,510,486
2022-05-01,SKU0001,487,376
2021-04-15,SKU0012,890,971
2021-11-25,SKU0015,578,413
2021-06-16,SKU0011,949,919
2023-04-13,SKU0010,405,330
2021-11-12,SKU0002,1049,1331
2021-07-20,SKU0026,1106,1204
2024-11-08,SKU0029,363,517
2022-06-05,SKU0004,1390,1393
2022-05-10,SKU0017,1083,1171
2022-10-05,SKU0017,550,705
2021-11-27,SKU0028,291,552
2020-05-14,SKU0030,788,684
2023-09-19,SKU0008,815,852
2024-10-16,SKU0023,190,162
2023-10-30,SKU0014,460,560
2024-12-10,SKU0024,663,550
2023-09-05,SKU0029,232,430
2019-12-02,SKU0004,473,623
2022-03-22,SKU0006,1428,1244
2021-02-17,SKU0029,657,596
2022-03-31,SKU0019,270,323
2024-04-17,SKU0027,1157,1234
2023-01-06,SKU0029,170,120
2023-04-11,SKU0024,1438,1583
2021-07-27,SKU0004,27,160
2021-03-14,SKU0003,135,74
2024-04-19,SKU0020,924,837
2020-09-25,SKU0006,404,271
2022-06-07,SKU0027,976,1141
2021-12-18,SKU0023,887,865
2024-11-13,SKU0007,1264,1188
2022-07-09,SKU0014,855,1051
2019-12-20,SKU0012,443,555
2022-03-05,SKU0016,433,543
2024-02-29,SKU0020,1251,1388
2023-12-24,SKU0008,508,670
2021-08-24,SKU0023,1326,1537
2022-03-15,SKU0002,33,190
2023-03-28,SKU0013,1025,1057
2024-11-04,SKU0008,361,588
2019-04-19,SKU0025,1218,1164
2022-09-30,SKU0021,605,834
2023-10-24,SKU0020,1331,1241
2021-09-20,SKU0016,715,877
2023-02-26,SKU0004,249,406
2022-09-18,SKU0029,146,183
2021-04-01,SKU0016,1369,1171
2021-07-25,SKU0020,347,357
2019-07-10,SKU0006,1277,1480
2024-06-19,SKU0027,398,222
2021-07-21,SKU0004,1357,1487
2019-05-22,SKU0016,1199,1182
2024-03-07,SKU0023,124,388
2020-07-19,SKU0023,762,622
2022-07-06,SKU0021,397,319
2023-01-02,SKU0013,130,426
2022-02-08,SKU0005,604,458
2021-01-13,SKU0015,891,853
2020-11-03,SKU0026,821,1082
2020-06-14,SKU0008,901,887
2022-08-06,SKU0007,944,782
2020-07-15,SKU0014,1430,1414
2023-03-14,SKU0007,731,613
2019-10-29,SKU0022,333,327
2019-07-04,SKU0007,1043,876
2020-05-24,SKU0023,204,116
2022-08-26,SKU0026,955,1179
2022-10-01,SKU0030,354,559
2021-03-05,SKU0018,1196,1225
2023-03-04,SKU0030,1212,1294
2021-01-30,SKU0010,823,1027
2020-03-10,SKU0018,1025,1249
2023-03-23,SKU0014,940,1026
2024-07-31,SKU0010,167,121
2023-09-03,SKU0007,367,331
2019-03-10,SKU0030,535,784
2023-06-18,SKU0026,962,943
2024-03-19,SKU0007,579,617
2020-07-07,SKU0007,1393,1329
2024-08-22,SKU0005,949,1087
2022-07-21,SKU0001,1460,1685
2024-09-29,SKU0014,206,425
2020-05-14,SKU0018,1072,1137
2023-03-10,SKU0013,543,529
2023-02-20,SKU0025,128,0
2019-10-06,SKU0008,1470,1579
2021-12-18,SKU0008,613,905
2020-03-21,SKU0010,34,0
2024-11-30,SKU0017,818,1008
2021-04-15,SKU0006,198,257
2021-01-24,SKU0015,76,18
2024-01-20,SKU0015,368,371
2023-05-12,SKU0025,832,807
2023-02-21,SKU0016,525,586
2022-12-01,SKU0008,348,399
2021-12-19,SKU0019,505,633
2023-05-10,SKU0020,642,860
2024-03-23,SKU0015,237,236
2021-10-19,SKU0003,1303,1301
2023-04-11,SKU0006,1455,1450
2019-06-26,SKU0030,137,250
2021-04-26,SKU0025,1292,1168
2022-06-02,SKU0008,1224,1042
2023-05-20,SKU0016,1165,1026
2023-05-24,SKU0015,611,737
2024-05-29,SKU0013,679,872
2024-08-18,SKU0026,838,918
2019-08-24,SKU0020,937,1164
2020-12-10,SKU0015,354,403
2021-03-04,SKU0018,577,603
2024-04-18,SKU0013,846,772
2023-07-28,SKU0024,1352,1209
2019-01-27,SKU0008,558,766
2022-05-11,SKU0014,848,1124
2019-03-26,SKU0028,1254,1429
2024-01-30,SKU0011,1331,1334
2022-01-27,SKU0006,1169,1211
2022-04-28,SKU0030,1175,1341
2019-01-12,SKU0024,139,362
2021-10-09,SKU0025,662,793
2023-10-15,SKU0029,20,319
2024-02-20,SKU0001,1277,1402
2022-08-10,SKU0025,63,114
2022-10-15,SKU0002,1241,1434
2023-08-06,SKU0030,1095,1216
2019-06-29,SKU0013,989,1164
2021-03-07,SKU0001,161,453
2023-01-07,SKU0024,129,337
2024-07-17,SKU0024,580,578
2021-06-05,SKU0027,224,511
2022-04-04,SKU0004,579,721
2023-08-03,SKU0024,1477,1516
2023-02-28,SKU0023,982,920
2021-02-09,SKU0029,1004,925
2022-07-02,SKU0002,1407,1626
2021-08-16,SKU0021,106,0
2021-07-05,SKU0030,620,723
2024-09-01,SKU0026,839,753
2023-11-17,SKU0020,1126,1268
2019-12-05,SKU0016,1164,1214
2023-02-25,SKU0003,576,866
2022-10-27,SKU0017,1157,963
2021-07-03,SKU0005,198,216
2024-01-28,SKU0026,509,385
2020-04-19,SKU0008,666,644
2022-12-17,SKU0012,78,22
2022-10-11,SKU0025,893,1108
2023-01-23,SKU0023,511,464
2024-09-05,SKU0012,249,169
2021-03-11,SKU0027,888,811
2022-05-31,SKU0001,1023,972
2021-05-13,SKU0001,598,794
2022-03-17,SKU0015,752,932
2021-01-08,SKU0017,599,666
2022-10-06,SKU0002,974,1100
2021-09-08,SKU0017,482,282
2024-09-19,SKU0020,835,795
2021-10-08,SKU0026,171,214
2024-10-27,SKU0009,868,1042
2020-12-17,SKU0012,16,213
2023-12-13,SKU0004,1317,1367
2023-01-13,SKU0013,393,559
2022-03-11,SKU0004,1242,1105
2020-09-01,SKU0007,233,331
2024-12-23,SKU0014,1413,1460
2023-12-18,SKU0027,247,488
2022-08-28,SKU0009,51,147
2020-07-08,SKU0023,14,278
2023-07-14,SKU0001,1347,1598
2023-10-22,SKU0001,440,739
2019-02-15,SKU0020,1135,1049
2022-06-13,SKU0004,695,789
2021-12-07,SKU0001,6,0
2024-11-01,SKU0022,825,665
2020-06-26,SKU0010,1268,1240
2022-12-22,SKU0002,1471,1358
2024-10-19,SKU0027,1388,1669
2024-06-15,SKU0021,1390,1287
2021-07-01,SKU0024,1310,1197
2021-12-04,SKU0015,1129,1179
2021-03-22,SKU0003,1036,1170
2023-01-28,SKU0025,1169,1433
2024-03-23,SKU0023,477,417
2023-04-23,SKU0009,630,500
2021-05-16,SKU0017,714,650
2023-11-02,SKU0021,114,405
2020-08-02,SKU0028,508,754
2022-12-13,SKU0013,1175,1073
2020-11-28,SKU0003,56,6
2024-05-30,SKU0004,381,618
2020-12-26,SKU0004,1180,1154
2019-10-13,SKU0011,951,917
2024-03-06,SKU0028,1156,1298
2020-07-23,SKU0007,1186,1395
2024-05-18,SKU0026,274,330
2023-02-22,SKU0011,1100,1297
2020-05-12,SKU0024,43,66
2024-04-01,SKU0011,717,1015
2020-12-05,SKU0010,317,484
2022-09-18,SKU0005,533,662
2020-07-15,SKU0013,1177,1041
2024-06-21,SKU0029,236,104
2019-02-01,SKU0012,892,758
2019-02-12,SKU0010,516,748
2024-03-31,SKU0007,1244,1093
2022-10-06,SKU0019,1333,1446
2024-01-20,SKU0019,1200,1308
2020-07-12,SKU0019,1243,1133
2022-12-07,SKU0012,37,0
2021-07-31,SKU0020,653,826
2023-05-18,SKU0022,1454,1310
2022-10-02,SKU0015,746,887
2024-04-12,SKU0005,1226,1043
2023-06-25,SKU0024,840,911
2024-09-15,SKU0030,447,376
2019-04-02,SKU0014,683,977
2024-01-18,SKU0012,124,192
2019-07-04,SKU0029,1088,1316
2020-12-28,SKU0021,792,671
2021-11-17,SKU0011,783,1038
2023-04-21,SKU0028,1267,1365
2021-04-11,SKU0005,225,480
2019-12-11,SKU0016,464,573
2022-12-13,SKU0030,642,643
2022-05-04,SKU0026,292,316
2024-10-26,SKU0018,720,678
2019-06-16,SKU0012,1404,1407
2019-09-21,SKU0027,755,691
2023-02-04,SKU0027,165,449
2022-05-16,SKU0005,768,640
2022-07-10,SKU0016,1241,1088
2023-03-10,SKU0012,1006,823
2023-12-14,SKU0023,870,1147
2024-02-21,SKU0002,1298,1577
2023-10-16,SKU0030,1075,1362
2024-03-24,SKU0029,1397,1667
2022-08-28,SKU0006,1386,1452
2022-04-12,SKU0023,566,811
2021-02-06,SKU0021,1037,1176
2019-04-11,SKU0025,1363,1181
2023-09-29,SKU0030,601,500
2024-04-03,SKU0004,1112,1027
2022-10-03,SKU0030,904,1049
2019-04-15,SKU0030,40,0
2020-11-24,SKU0013,1327,1406
2023-08-18,SKU0010,1291,1359
2022-08-03,SKU0017,1161,1085
2021-12-06,SKU0014,1029,944
2021-12-02,SKU0024,241,214
2021-03-28,SKU0015,161,141
2023-03-17,SKU0008,1018,1043
2024-12-31,SKU0023,691,647
2021-06-08,SKU0024,808,771
2024-02-21,SKU0018,978,848
2024-02-17,SKU0003,517,815
2021-02-28,SKU0025,897,918
2020-07-06,SKU0017,782,707
2021-04-23,SKU0024,1424,1368
2020-10-20,SKU0024,783,758
2021-10-15,SKU0007,1179,1439
2024-05-07,SKU0013,84,35
2022-04-05,SKU0030,1033,1014
2021-01-20,SKU0027,137,311
2021-02-13,SKU0016,753,1031
2022-10-12,SKU0005,905,1051
2020-11-22,SKU0004,712,1009
2020-12-19,SKU0026,155,39
2019-08-22,SKU0010,407,570
2024-09-02,SKU0013,786,968
2022-11-05,SKU0010,1248,1168
2021-10-02,SKU0014,579,507
2022-10-01,SKU0026,1207,1469
2022-11-02,SKU0022,1218,1468
2024-08-26,SKU0012,553,358
2020-12-17,SKU0027,395,528
2023-04-12,SKU0001,1157,1139
2023-09-08,SKU0029,1332,1169
2022-05-10,SKU0021,809,1025
2022-06-25,SKU0030,961,876
2024-12-05,SKU0020,541,442
2019-01-09,SKU0020,1032,839
2020-08-20,SKU0007,986,1003
2019-01-23,SKU0009,169,175
2024-06-13,SKU0008,289,166
2023-05-28,SKU0027,1191,1358
2024-09-05,SKU0013,1367,1570
2022-01-09,SKU0014,1168,1022
2019-04-02,SKU0012,1436,1539
2021-04-30,SKU0008,739,1005
2024-06-05,SKU0021,587,826
2022-01-12,SKU0022,734,1014
2019-10-27,SKU0018,456,483
2023-01-17,SKU0016,700,587
2022-07-28,SKU0029,978,787
2021-09-27,SKU0011,1325,1432
2021-12-18,SKU0016,45,278
2022-09-27,SKU0014,1040,1129
2024-10-10,SKU0003,1383,1346
2021-02-14,SKU0021,1284,1322
2022-12-23,SKU0002,1146,1262
2023-08-09,SKU0003,230,513
2023-10-18,SKU0004,949,892
2024-01-26,SKU0022,636,770
2024-03-12,SKU0005,111,0
2023-09-26,SKU0010,592,462
2022-08-20,SKU0020,1269,1243
2020-09-06,SKU0029,858,999
2019-09-02,SKU0002,390,477
2021-01-26,SKU0012,391,489
2021-04-03,SKU0027,327,465
2024-01-21,SKU0005,1238,1461
2022-12-06,SKU0005,746,793
2022-05-25,SKU0027,366,358
2020-05-30,SKU0023,81,299
2020-04-18,SKU0001,805,929
2019-02-05,SKU0004,821,926
2022-11-11,SKU0027,1099,1166
2023-11-28,SKU0021,951,954
2023-10-01,SKU0024,371,511
2021-04-09,SKU0012,1288,1210
2021-12-28,SKU0012,263,120
2022-03-31,SKU0016,109,247
2023-10-29,SKU0024,306,552
2021-08-02,SKU0017,1223,1223
2023-02-20,SKU0021,225,515
2020-03-06,SKU0010,184,416
2024-07-15,SKU0017,963,874
2021-05-08,SKU0017,30,0
2019-08-18,SKU0018,613,448
2019-06-27,SKU0002,98,131
2022-12-04,SKU0025,1362,1471
2023-06-02,SKU0004,810,656
2023-10-30,SKU0019,1289,1203
2023-11-10,SKU0011,651,866
2021-09-01,SKU0017,813,867
2019-03-23,SKU0012,1373,1655
2021-04-25,SKU0002,1019,1041
2022-05-01,SKU0006,977,900
2020-09-09,SKU0009,1480,1716
2020-03-20,SKU0005,87,46
2021-07-11,SKU0020,1086,1331
2019-07-12,SKU0029,921,1141
2023-07-21,SKU0021,1410,1305
2019-10-16,SKU0009,1482,1388
