purchase_order_id,order_date,sku,supplier_id,quantity,promised_delivery_date,actual_delivery_date
PO00377,2020-01-31,SKU0007,S009,399,2020-02-03,2020-02-02
PO00378,2019-03-17,SKU0003,S010,117,2019-03-31,2019-04-01
PO00379,2019-09-22,SKU0003,S010,260,2019-09-29,2019-10-04
PO00380,2023-12-25,SKU0018,S002,454,2023-12-30,2024-01-08
PO00381,2020-12-18,SKU0005,S007,413,2020-12-21,2020-12-24
PO00382,2021-04-30,SKU0012,S005,379,2021-05-06,2021-05-04
PO00383,2022-10-22,SKU0012,S005,343,2022-11-01,2022-11-02
PO00384,2019-05-24,SKU0019,S010,139,2019-05-29,2019-05-27
PO00385,2021-06-03,SKU0030,S002,466,2021-06-15,2021-06-14
PO00386,2020-01-31,SKU0006,S004,302,2020-02-04,2020-02-06
PO00387,2023-02-01,SKU0002,S001,29,2023-02-14,2023-02-19
PO00388,2022-03-13,SKU0012,S005,291,2022-03-24,2022-03-29
PO00389,2021-11-28,SKU0019,S010,294,2021-12-10,2021-12-18
PO00390,2024-11-26,SKU0005,S007,10,2024-12-03,2024-12-03
PO00391,2021-12-01,SKU0012,S005,128,2021-12-10,2021-12-18
PO00392,2022-04-24,SKU0027,S003,44,2022-05-07,2022-05-08
PO00393,2020-09-25,SKU0027,S003,207,2020-10-08,2020-10-15
PO00394,2022-03-02,SKU0017,S009,494,2022-03-06,2022-03-14
PO00395,2022-05-23,SKU0029,S004,254,2022-06-03,2022-06-06
PO00396,2021-01-02,SKU0017,S009,68,2021-01-13,2021-01-21
PO00397,2019-08-23,SKU0010,S003,334,2019-08-29,2019-09-06
PO00398,2021-01-20,SKU0025,S007,170,2021-01-26,2021-02-02
PO00399,2021-08-11,SKU0023,S002,188,2021-08-19,2021-08-19
PO00400,2023-03-23,SKU0017,S009,215,2023-04-04,2023-04-03
PO00401,2022-04-12,SKU0015,S002,21,2022-04-24,2022-04-27
PO00402,2023-08-04,SKU0012,S005,499,2023-08-16,2023-08-24
PO00403,2022-04-06,SKU0030,S002,285,2022-04-14,2022-04-16
PO00404,2022-11-17,SKU0016,S004,190,2022-12-01,2022-12-08
PO00405,2022-05-02,SKU0024,S004,251,2022-05-05,2022-05-07
PO00406,2023-03-21,SKU0019,S010,225,2023-04-01,2023-04-08
PO00407,2024-09-07,SKU0008,S003,260,2024-09-11,2024-09-13
PO00408,2022-12-16,SKU0021,S010,308,2022-12-23,2022-12-30
PO00409,2023-02-28,SKU0017,S009,135,2023-03-11,2023-03-20
PO00410,2022-10-20,SKU0023,S002,491,2022-10-26,2022-10-28
PO00411,2024-01-31,SKU0005,S007,226,2024-02-13,2024-02-13
PO00412,2022-09-27,SKU0022,S005,315,2022-10-02,2022-10-06
PO00413,2020-05-14,SKU0016,S004,294,2020-05-23,2020-05-26
PO00414,2023-08-08,SKU0006,S004,194,2023-08-16,2023-08-17
PO00415,2020-05-25,SKU0008,S003,48,2020-06-04,2020-06-03
PO00416,2019-08-05,SKU0025,S007,232,2019-08-10,2019-08-19
PO00417,2022-08-17,SKU0018,S002,193,2022-08-24,2022-08-30
PO00418,2022-03-01,SKU0025,S007,436,2022-03-13,2022-03-11
PO00419,2024-01-02,SKU0012,S005,187,2024-01-08,2024-01-16
PO00420,2023-12-16,SKU0015,S002,416,2023-12-22,2023-12-23
PO00421,2022-04-20,SKU0027,S003,437,2022-04-26,2022-04-24
PO00422,2019-04-01,SKU0026,S008,303,2019-04-13,2019-04-16
PO00423,2020-12-14,SKU0009,S005,349,2020-12-24,2020-12-25
PO00424,2024-02-25,SKU0013,S009,160,2024-03-04,2024-03-06
PO00425,2019-02-08,SKU0026,S008,393,2019-02-13,2019-02-15
PO00426,2019-06-22,SKU0015,S002,135,2019-07-04,2019-07-10
PO00427,2020-10-14,SKU0010,S003,310,2020-10-21,2020-10-19
PO00428,2021-01-23,SKU0016,S004,317,2021-01-31,2021-01-30
PO00429,2022-05-28,SKU0007,S009,345,2022-06-04,2022-06-07
PO00430,2021-12-17,SKU0017,S009,443,2021-12-25,2021-12-27
PO00431,2023-08-11,SKU0023,S002,243,2023-08-21,2023-08-29
PO00432,2020-03-31,SKU0026,S008,389,2020-04-09,2020-04-13
PO00433,2021-04-08,SKU0021,S010,384,2021-04-15,2021-04-15
PO00434,2021-06-13,SKU0022,S005,17,2021-06-25,2021-06-25
PO00435,2022-10-16,SKU0026,S008,350,2022-10-24,2022-10-31
PO00436,2024-05-12,SKU0007,S009,138,2024-05-18,2024-05-17
PO00437,2024-06-19,SKU0014,S007,273,2024-07-03,2024-07-03
PO00438,2019-07-09,SKU0015,S002,166,2019-07-20,2019-07-27
PO00439,2020-05-19,SKU0021,S010,361,2020-05-25,2020-05-23
PO00440,2022-04-29,SKU0007,S009,367,2022-05-02,2022-05-04
PO00441,2023-03-12,SKU0009,S005,14,2023-03-21,2023-03-30
PO00442,2021-04-03,SKU0019,S010,95,2021-04-12,2021-04-14
PO00443,2021-07-17,SKU0016,S004,184,2021-07-23,2021-08-01
PO00444,2021-07-22,SKU0008,S003,299,2021-07-27,2021-08-04
PO00445,2022-02-14,SKU0018,S002,202,2022-02-24,2022-02-28
PO00446,2019-05-14,SKU0027,S003,320,2019-05-21,2019-05-22
PO00447,2024-10-06,SKU0023,S002,128,2024-10-18,2024-10-18
PO00448,2020-11-15,SKU0029,S004,227,2020-11-24,2020-11-22
PO00449,2024-01-27,SKU0018,S002,436,2024-02-02,2024-02-11
PO00450,2021-03-25,SKU0030,S002,467,2021-03-31,2021-04-05
PO00451,2022-03-18,SKU0020,S009,423,2022-03-28,2022-03-28
PO00452,2019-03-21,SKU0007,S009,123,2019-03-31,2019-03-30
PO00453,2019-07-22,SKU0003,S010,475,2019-07-26,2019-08-03
PO00454,2022-06-06,SKU0018,S002,154,2022-06-10,2022-06-11
PO00455,2023-08-27,SKU0027,S003,35,2023-09-01,2023-09-01
PO00456,2022-06-04,SKU0010,S003,145,2022-06-18,2022-06-16
PO00457,2023-08-10,SKU0007,S009,312,2023-08-24,2023-08-24
PO00458,2023-04-05,SKU0017,S009,241,2023-04-10,2023-04-19
PO00459,2024-09-25,SKU0014,S007,378,2024-09-28,2024-09-27
PO00460,2022-06-10,SKU0024,S004,85,2022-06-15,2022-06-20
PO00461,2023-03-30,SKU0003,S010,484,2023-04-07,2023-04-10
PO00462,2022-03-12,SKU0012,S005,337,2022-03-22,2022-03-28
PO00463,2022-10-28,SKU0028,S001,354,2022-11-11,2022-11-16
PO00464,2020-04-15,SKU0013,S009,311,2020-04-27,2020-05-04
PO00465,2021-11-01,SKU0002,S001,461,2021-11-09,2021-11-09
PO00466,2022-09-15,SKU0003,S010,298,2022-09-22,2022-09-24
PO00467,2021-08-25,SKU0005,S007,10,2021-08-31,2021-09-04
PO00468,2019-12-24,SKU0011,S007,156,2019-12-29,2019-12-31
PO00469,2020-10-29,SKU0008,S003,296,2020-11-04,2020-11-09
PO00470,2020-01-08,SKU0026,S008,473,2020-01-17,2020-01-26
PO00471,2021-10-28,SKU0023,S002,151,2021-10-31,2021-11-02
PO00472,2022-02-19,SKU0023,S002,62,2022-02-28,2022-02-26
PO00473,2022-10-03,SKU0012,S005,313,2022-10-06,2022-10-08
PO00474,2019-03-31,SKU0007,S009,78,2019-04-04,2019-04-05
PO00475,2020-06-23,SKU0015,S002,370,2020-06-29,2020-07-02
PO00476,2021-05-18,SKU0024,S004,99,2021-05-21,2021-05-21
PO00477,2019-02-10,SKU0017,S009,455,2019-02-23,2019-03-03
PO00478,2021-01-09,SKU0004,S003,229,2021-01-23,2021-01-25
PO00479,2024-04-30,SKU0029,S004,459,2024-05-13,2024-05-12
PO00480,2022-05-09,SKU0022,S005,201,2022-05-22,2022-05-30
PO00481,2021-07-17,SKU0025,S007,463,2021-07-28,2021-07-31
PO00482,2024-07-29,SKU0013,S009,72,2024-08-12,2024-08-21
PO00483,2021-07-13,SKU0018,S002,82,2021-07-21,2021-07-24
PO00484,2023-05-01,SKU0001,S009,170,2023-05-04,2023-05-06
PO00485,2020-01-25,SKU0016,S004,178,2020-01-28,2020-01-31
PO00486,2023-06-06,SKU0013,S009,98,2023-06-14,2023-06-22
PO00487,2019-09-13,SKU0010,S003,185,2019-09-19,2019-09-23
PO00488,2020-12-09,SKU0012,S005,278,2020-12-15,2020-12-24
PO00489,2024-01-13,SKU0030,S002,82,2024-01-26,2024-01-28
PO00490,2024-04-28,SKU0002,S001,254,2024-05-06,2024-05-04
PO00491,2019-01-10,SKU0023,S002,86,2019-01-24,2019-01-29
PO00492,2021-03-08,SKU0003,S010,168,2021-03-21,2021-03-22
PO00493,2021-05-26,SKU0010,S003,498,2021-06-04,2021-06-10
PO00494,2021-10-25,SKU0002,S001,468,2021-11-05,2021-11-12
PO00495,2021-10-12,SKU0030,S002,333,2021-10-24,2021-11-02
PO00496,2023-12-30,SKU0027,S003,107,2024-01-06,2024-01-09
PO00497,2020-01-09,SKU0023,S002,390,2020-01-20,2020-01-18
PO00498,2019-08-12,SKU0013,S009,111,2019-08-18,2019-08-18
PO00499,2022-06-16,SKU0013,S009,141,2022-06-28,2022-06-28
PO00500,2023-12-08,SKU0018,S002,111,2023-12-12,2023-12-19
PO00501,2021-05-02,SKU0003,S010,28,2021-05-07,2021-05-16
PO00502,2019-03-04,SKU0027,S003,463,2019-03-17,2019-03-26
PO00503,2022-05-25,SKU0007,S009,491,2022-05-28,2022-05-29
PO00504,2020-11-19,SKU0014,S007,91,2020-11-27,2020-11-30
PO00505,2023-01-24,SKU0020,S009,406,2023-02-01,2023-02-05
PO00506,2023-06-22,SKU0029,S004,498,2023-06-25,2023-07-02
PO00507,2024-11-22,SKU0030,S002,288,2024-12-05,2024-12-06
PO00508,2020-05-25,SKU0017,S009,348,2020-05-30,2020-06-02
PO00509,2020-01-20,SKU0029,S004,374,2020-01-27,2020-02-04
PO00510,2020-02-09,SKU0030,S002,340,2020-02-14,2020-02-12
PO00511,2020-06-01,SKU0021,S010,138,2020-06-13,2020-06-18
PO00512,2020-04-20,SKU0012,S005,353,2020-04-25,2020-04-29
PO00513,2024-06-23,SKU0025,S007,319,2024-07-05,2024-07-13
PO00514,2023-07-27,SKU0016,S004,464,2023-08-01,2023-08-09
PO00515,2024-03-08,SKU0024,S004,98,2024-03-15,2024-03-21
PO00516,2022-12-31,SKU0012,S005,222,2023-01-07,2023-01-07
PO00517,2020-12-14,SKU0015,S002,152,2020-12-20,2020-12-19
PO00518,2019-03-24,SKU0025,S007,74,2019-03-27,2019-03-25
PO00519,2022-03-14,SKU0010,S003,85,2022-03-21,2022-03-21
PO00520,2024-03-16,SKU0030,S002,208,2024-03-28,2024-03-30
PO00521,2024-08-10,SKU0025,S007,152,2024-08-17,2024-08-25
PO00522,2019-02-20,SKU0007,S009,414,2019-02-26,2019-02-25
PO00523,2020-11-15,SKU0020,S009,412,2020-11-23,2020-12-02
PO00524,2020-12-17,SKU0005,S007,325,2020-12-29,2020-12-29
PO00525,2023-01-09,SKU0001,S009,102,2023-01-15,2023-01-16
PO00526,2020-03-24,SKU0030,S002,482,2020-04-02,2020-04-06
PO00527,2021-05-30,SKU0017,S009,426,2021-06-08,2021-06-08
PO00528,2020-05-02,SKU0003,S010,314,2020-05-06,2020-05-12
PO00529,2023-12-29,SKU0013,S009,233,2024-01-03,2024-01-08
PO00530,2024-09-12,SKU0014,S007,300,2024-09-15,2024-09-16
PO00531,2024-11-12,SKU0024,S004,437,2024-11-22,2024-11-20
PO00532,2023-04-24,SKU0030,S002,111,2023-05-05,2023-05-03
PO00533,2019-09-07,SKU0018,S002,483,2019-09-13,2019-09-11
PO00534,2020-11-04,SKU0004,S003,276,2020-11-12,2020-11-10
PO00535,2020-03-13,SKU0018,S002,364,2020-03-24,2020-03-29
PO00536,2024-12-05,SKU0030,S002,465,2024-12-13,2024-12-13
PO00537,2021-02-09,SKU0005,S007,119,2021-02-23,2021-02-26
PO00538,2019-09-25,SKU0025,S007,471,2019-10-09,2019-10-09
PO00539,2024-06-07,SKU0016,S004,339,2024-06-21,2024-06-29
PO00540,2021-12-13,SKU0001,S009,459,2021-12-24,2021-12-26
PO00541,2019-08-24,SKU0021,S010,439,2019-08-30,2019-09-03
PO00542,2020-01-24,SKU0014,S007,274,2020-02-03,2020-02-02
PO00543,2021-02-01,SKU0015,S002,12,2021-02-12,2021-02-15
PO00544,2024-01-23,SKU0009,S005,94,2024-01-29,2024-02-01
PO00545,2020-09-15,SKU0015,S002,291,2020-09-22,2020-09-30
PO00546,2022-06-06,SKU0017,S009,337,2022-06-16,2022-06-16
PO00547,2020-07-31,SKU0025,S007,313,2020-08-14,2020-08-17
PO00548,2024-10-23,SKU0024,S004,459,2024-11-04,2024-11-11
PO00549,2020-03-10,SKU0004,S003,463,2020-03-18,2020-03-25
PO00550,2024-11-20,SKU0012,S005,421,2024-12-04,2024-12-06
PO00551,2021-02-02,SKU0027,S003,126,2021-02-11,2021-02-20
PO00552,2022-08-22,SKU0026,S008,230,2022-08-27,2022-08-26
PO00553,2024-11-15,SKU0005,S007,163,2024-11-24,2024-11-30
PO00554,2022-09-20,SKU0029,S004,162,2022-10-04,2022-10-09
PO00555,2020-03-22,SKU0005,S007,21,2020-04-01,2020-04-01
PO00556,2024-07-10,SKU0011,S007,142,2024-07-22,2024-07-27
PO00557,2022-08-24,SKU0028,S001,491,2022-09-01,2022-09-07
PO00558,2019-09-06,SKU0006,S004,313,2019-09-18,2019-09-18
PO00559,2019-06-15,SKU0007,S009,302,2019-06-26,2019-06-26
PO00560,2022-09-20,SKU0024,S004,472,2022-09-28,2022-09-27
PO00561,2021-10-16,SKU0014,S007,309,2021-10-30,2021-11-04
PO00562,2020-06-25,SKU0024,S004,237,2020-07-06,2020-07-13
PO00563,2021-01-28,SKU0011,S007,280,2021-02-03,2021-02-01
PO00564,2024-10-29,SKU0030,S002,52,2024-11-08,2024-11-13
PO00565,2024-12-20,SKU0013,S009,441,2025-01-02,2025-01-06
PO00566,2021-03-07,SKU0002,S001,352,2021-03-13,2021-03-17
PO00567,2019-05-18,SKU0025,S007,335,2019-05-22,2019-05-22
PO00568,2022-09-15,SKU0007,S009,311,2022-09-27,2022-09-25
PO00569,2024-02-19,SKU0020,S009,373,2024-03-03,2024-03-04
PO00570,2019-03-10,SKU0004,S003,388,2019-03-21,2019-03-27
PO00571,2024-10-01,SKU0027,S003,436,2024-10-08,2024-10-10
PO00572,2023-01-13,SKU0008,S003,30,2023-01-19,2023-01-17
PO00573,2019-07-24,SKU0020,S009,416,2019-07-28,2019-07-30
PO00574,2024-12-13,SKU0029,S004,116,2024-12-16,2024-12-21
PO00575,2019-02-12,SKU0022,S005,345,2019-02-25,2019-03-02
PO00576,2024-03-21,SKU0021,S010,312,2024-03-30,2024-04-01
PO00577,2024-11-28,SKU0019,S010,126,2024-12-06,2024-12-15
PO00578,2021-01-30,SKU0013,S009,133,2021-02-03,2021-02-09
PO00579,2024-11-12,SKU0014,S007,408,2024-11-22,2024-11-20
PO00580,2024-06-17,SKU0010,S003,290,2024-06-30,2024-07-01
PO00581,2024-04-19,SKU0011,S007,301,2024-04-25,2024-04-25
PO00582,2021-06-18,SKU0002,S001,212,2021-06-28,2021-06-27
PO00583,2019-12-26,SKU0025,S007,60,2020-01-04,2020-01-09
PO00584,2023-09-16,SKU0026,S008,280,2023-09-23,2023-09-27
PO00585,2019-10-08,SKU0009,S005,333,2019-10-20,2019-10-26
PO00586,2024-03-02,SKU0017,S009,286,2024-03-14,2024-03-13
PO00587,2020-10-28,SKU0026,S008,150,2020-11-11,2020-11-12
PO00588,2019-04-03,SKU0003,S010,479,2019-04-13,2019-04-16
PO00589,2020-11-02,SKU0024,S004,284,2020-11-13,2020-11-21
PO00590,2024-05-23,SKU0006,S004,299,2024-05-30,2024-05-30
PO00591,2019-03-02,SKU0005,S007,343,2019-03-14,2019-03-19
PO00592,2021-10-25,SKU0005,S007,390,2021-11-01,2021-11-01
PO00593,2023-01-29,SKU0022,S005,461,2023-02-02,2023-02-11
PO00594,2020-08-26,SKU0015,S002,382,2020-09-02,2020-09-01
PO00595,2020-11-12,SKU0023,S002,61,2020-11-17,2020-11-17
PO00596,2022-11-29,SKU0017,S009,36,2022-12-08,2022-12-16
PO00597,2020-06-07,SKU0009,S005,166,2020-06-19,2020-06-22
PO00598,2024-05-22,SKU0003,S010,248,2024-05-29,2024-05-28
PO00599,2022-01-06,SKU0020,S009,165,2022-01-16,2022-01-21
PO00600,2023-10-20,SKU0026,S008,300,2023-10-23,2023-10-21
PO00601,2024-01-11,SKU0017,S009,145,2024-01-16,2024-01-20
PO00602,2024-09-25,SKU0029,S004,153,2024-09-30,2024-09-29
PO00603,2022-02-18,SKU0027,S003,115,2022-03-01,2022-03-08
PO00604,2021-12-15,SKU0010,S003,429,2021-12-22,2021-12-31
PO00605,2019-04-17,SKU0003,S010,167,2019-05-01,2019-05-04
PO00606,2019-02-17,SKU0018,S002,155,2019-02-28,2019-03-09
PO00607,2019-12-03,SKU0018,S002,11,2019-12-14,2019-12-13
PO00608,2021-11-15,SKU0030,S002,442,2021-11-18,2021-11-17
PO00609,2022-07-04,SKU0017,S009,86,2022-07-08,2022-07-15
PO00610,2024-08-17,SKU0024,S004,141,2024-08-24,2024-08-29
PO00611,2020-09-16,SKU0003,S010,99,2020-09-22,2020-10-01
PO00612,2024-03-05,SKU0003,S010,354,2024-03-17,2024-03-16
PO00613,2022-06-30,SKU0006,S004,359,2022-07-11,2022-07-15
PO00614,2023-09-12,SKU0013,S009,468,2023-09-21,2023-09-21
PO00615,2019-10-30,SKU0024,S004,272,2019-11-07,2019-11-12
PO00616,2020-09-30,SKU0029,S004,360,2020-10-09,2020-10-13
PO00617,2019-02-25,SKU0015,S002,117,2019-02-28,2019-03-05
PO00618,2020-12-26,SKU0025,S007,83,2020-12-29,2021-01-02
PO00619,2020-06-09,SKU0009,S005,48,2020-06-19,2020-06-27
PO00620,2020-04-18,SKU0004,S003,406,2020-04-22,2020-04-25
PO00621,2019-01-28,SKU0014,S007,168,2019-02-11,2019-02-15
PO00622,2024-10-26,SKU0005,S007,80,2024-11-07,2024-11-09
PO00623,2019-12-31,SKU0002,S001,456,2020-01-13,2020-01-17
PO00624,2020-06-09,SKU0011,S007,321,2020-06-20,2020-06-18
PO00625,2022-08-28,SKU0009,S005,250,2022-09-06,2022-09-04
PO00626,2021-06-01,SKU0024,S004,435,2021-06-09,2021-06-15
PO00627,2021-10-27,SKU0003,S010,454,2021-10-30,2021-11-01
PO00628,2021-10-23,SKU0027,S003,307,2021-10-26,2021-10-28
PO00629,2023-07-05,SKU0028,S001,449,2023-07-09,2023-07-09
PO00630,2021-07-07,SKU0029,S004,45,2021-07-15,2021-07-17
PO00631,2023-11-10,SKU0009,S005,93,2023-11-18,2023-11-18
PO00632,2023-03-12,SKU0003,S010,461,2023-03-16,2023-03-22
PO00633,2024-03-21,SKU0025,S007,383,2024-03-24,2024-03-30
PO00634,2022-04-30,SKU0002,S001,272,2022-05-12,2022-05-15
PO00635,2023-07-13,SKU0012,S005,319,2023-07-20,2023-07-18
PO00636,2020-04-29,SKU0010,S003,394,2020-05-06,2020-05-10
PO00637,2024-09-06,SKU0009,S005,181,2024-09-10,2024-09-14
PO00638,2020-12-14,SKU0015,S002,385,2020-12-22,2020-12-29
PO00639,2021-11-28,SKU0008,S003,182,2021-12-09,2021-12-16
PO00640,2024-05-30,SKU0025,S007,371,2024-06-03,2024-06-04
PO00641,2022-07-20,SKU0005,S007,56,2022-08-01,2022-08-06
PO00642,2022-06-08,SKU0011,S007,388,2022-06-12,2022-06-15
PO00643,2024-11-03,SKU0027,S003,150,2024-11-08,2024-11-09
PO00644,2019-05-06,SKU0002,S001,384,2019-05-15,2019-05-16
PO00645,2020-06-20,SKU0024,S004,415,2020-06-28,2020-06-27
PO00646,2024-09-03,SKU0028,S001,127,2024-09-17,2024-09-16
PO00647,2023-05-23,SKU0015,S002,286,2023-06-02,2023-06-11
PO00648,2019-03-08,SKU0006,S004,223,2019-03-18,2019-03-19
PO00649,2019-08-21,SKU0008,S003,229,2019-08-29,2019-08-31
PO00650,2024-11-26,SKU0027,S003,402,2024-12-10,2024-12-15
PO00651,2022-03-15,SKU0005,S007,35,2022-03-28,2022-03-31
PO00652,2024-11-28,SKU0016,S004,18,2024-12-10,2024-12-11
PO00653,2019-04-21,SKU0026,S008,280,2019-04-26,2019-05-04
PO00654,2023-02-02,SKU0018,S002,19,2023-02-07,2023-02-11
PO00655,2024-09-12,SKU0006,S004,481,2024-09-15,2024-09-20
PO00656,2020-09-14,SKU0005,S007,387,2020-09-23,2020-09-22
PO00657,2023-03-22,SKU0028,S001,130,2023-03-29,2023-04-07
PO00658,2022-07-29,SKU0016,S004,134,2022-08-04,2022-08-08
PO00659,2023-10-28,SKU0013,S009,179,2023-11-09,2023-11-08
PO00660,2024-05-29,SKU0028,S001,81,2024-06-04,2024-06-03
PO00661,2021-05-26,SKU0005,S007,161,2021-06-01,2021-06-06
PO00662,2024-06-12,SKU0013,S009,217,2024-06-20,2024-06-19
PO00663,2022-08-05,SKU0017,S009,58,2022-08-15,2022-08-23
PO00664,2022-12-31,SKU0018,S002,163,2023-01-10,2023-01-16
PO00665,2023-09-30,SKU0008,S003,356,2023-10-07,2023-10-16
PO00666,2023-05-25,SKU0013,S009,302,2023-06-02,2023-05-31
PO00667,2023-03-07,SKU0030,S002,77,2023-03-13,2023-03-19
PO00668,2023-06-19,SKU0029,S004,59,2023-07-03,2023-07-01
PO00669,2022-03-06,SKU0019,S010,161,2022-03-19,2022-03-26
PO00670,2021-01-28,SKU0026,S008,28,2021-02-08,2021-02-15
PO00671,2019-08-31,SKU0003,S010,109,2019-09-10,2019-09-09
PO00672,2021-11-29,SKU0024,S004,69,2021-12-11,2021-12-14
PO00673,2019-08-17,SKU0008,S003,176,2019-08-31,2019-09-03
PO00674,2021-07-08,SKU0002,S001,211,2021-07-20,2021-07-18
PO00675,2022-05-31,SKU0008,S003,354,2022-06-03,2022-06-07
PO00676,2019-01-06,SKU0027,S003,155,2019-01-10,2019-01-15
PO00677,2020-04-12,SKU0013,S009,412,2020-04-23,2020-04-22
PO00678,2023-10-22,SKU0013,S009,173,2023-11-01,2023-11-06
PO00679,2019-03-16,SKU0001,S009,467,2019-03-21,2019-03-27
PO00680,2019-01-04,SKU0006,S004,490,2019-01-14,2019-01-17
PO00681,2024-02-14,SKU0024,S004,448,2024-02-28,2024-03-01
PO00682,2020-10-07,SKU0019,S010,251,2020-10-10,2020-10-19
PO00683,2019-04-28,SKU0016,S004,78,2019-05-10,2019-05-16
PO00684,2023-06-18,SKU0008,S003,184,2023-06-24,2023-07-03
PO00685,2024-07-14,SKU0028,S001,58,2024-07-19,2024-07-27
PO00686,2021-08-04,SKU0001,S009,492,2021-08-12,2021-08-18
PO00687,2023-01-04,SKU0027,S003,117,2023-01-13,2023-01-11
PO00688,2019-07-13,SKU0027,S003,235,2019-07-19,2019-07-27
PO00689,2021-04-26,SKU0016,S004,170,2021-05-05,2021-05-05
PO00690,2022-11-16,SKU0009,S005,128,2022-11-27,2022-12-03
PO00691,2022-12-29,SKU0013,S009,158,2023-01-11,2023-01-19
PO00692,2023-07-27,SKU0011,S007,474,2023-07-31,2023-07-30
PO00693,2022-12-04,SKU0013,S009,159,2022-12-17,2022-12-26
PO00694,2022-02-15,SKU0025,S007,441,2022-02-20,2022-02-21
PO00695,2023-12-16,SKU0021,S010,302,2023-12-23,2023-12-24
PO00696,2020-12-24,SKU0010,S003,152,2020-12-29,2020-12-28
PO00697,2019-08-13,SKU0004,S003,428,2019-08-26,2019-08-26
PO00698,2020-06-15,SKU0027,S003,485,2020-06-25,2020-06-25
PO00699,2019-04-23,SKU0006,S004,464,2019-05-07,2019-05-05
PO00700,2024-12-27,SKU0028,S001,169,2025-01-08,2025-01-11
PO00701,2020-07-12,SKU0007,S009,20,2020-07-22,2020-07-27
PO00702,2024-08-10,SKU0005,S007,147,2024-08-20,2024-08-29
PO00703,2024-11-07,SKU0011,S007,466,2024-11-21,2024-11-21
PO00704,2020-10-15,SKU0013,S009,87,2020-10-29,2020-10-31
PO00705,2019-11-16,SKU0026,S008,86,2019-11-27,2019-11-25
PO00706,2023-04-23,SKU0025,S007,450,2023-04-29,2023-05-06
PO00707,2024-01-03,SKU0019,S010,263,2024-01-10,2024-01-14
PO00708,2024-04-01,SKU0023,S002,418,2024-04-08,2024-04-15
PO00709,2019-05-19,SKU0010,S003,267,2019-05-29,2019-05-27
PO00710,2024-07-19,SKU0010,S003,329,2024-07-28,2024-08-06
PO00711,2021-06-20,SKU0011,S007,300,2021-07-01,2021-07-09
PO00712,2020-11-20,SKU0021,S010,272,2020-11-30,2020-12-06
PO00713,2024-08-01,SKU0030,S002,94,2024-08-05,2024-08-10
PO00714,2019-01-10,SKU0007,S009,155,2019-01-22,2019-01-26
PO00715,2019-09-18,SKU0018,S002,332,2019-10-02,2019-10-09
PO00716,2024-04-26,SKU0004,S003,51,2024-05-02,2024-05-06
PO00717,2023-08-01,SKU0002,S001,383,2023-08-09,2023-08-11
PO00718,2024-08-22,SKU0014,S007,134,2024-09-05,2024-09-07
PO00719,2022-04-06,SKU0013,S009,176,2022-04-10,2022-04-18
PO00720,2023-06-08,SKU0029,S004,434,2023-06-17,2023-06-19
PO00721,2019-11-17,SKU0012,S005,250,2019-11-22,2019-11-20
PO00722,2022-09-04,SKU0007,S009,468,2022-09-09,2022-09-14
PO00723,2023-06-25,SKU0002,S001,496,2023-07-08,2023-07-17
PO00724,2024-06-17,SKU0013,S009,289,2024-06-21,2024-06-29
PO00725,2024-04-27,SKU0014,S007,197,2024-05-10,2024-05-08
PO00726,2024-07-31,SKU0027,S003,311,2024-08-10,2024-08-11
PO00727,2022-01-23,SKU0017,S009,28,2022-01-31,2022-02-06
PO00728,2023-05-24,SKU0009,S005,77,2023-05-27,2023-06-02
PO00729,2019-08-24,SKU0017,S009,227,2019-09-07,2019-09-09
PO00730,2024-05-23,SKU0008,S003,111,2024-05-26,2024-05-27
PO00731,2019-11-30,SKU0002,S001,51,2019-12-09,2019-12-09
PO00732,2024-03-23,SKU0028,S001,297,2024-04-02,2024-04-02
PO00733,2020-01-11,SKU0024,S004,176,2020-01-18,2020-01-27
PO00734,2022-03-06,SKU0013,S009,118,2022-03-20,2022-03-22
PO00735,2023-04-20,SKU0003,S010,45,2023-05-03,2023-05-10
PO00736,2022-08-12,SKU0016,S004,241,2022-08-19,2022-08-17
PO00737,2024-01-30,SKU0006,S004,238,2024-02-05,2024-02-07
PO00738,2022-10-04,SKU0019,S010,362,2022-10-12,2022-10-15
PO00739,2021-05-22,SKU0030,S002,173,2021-05-30,2021-06-03
PO00740,2022-06-06,SKU0007,S009,396,2022-06-11,2022-06-20
PO00741,2024-01-26,SKU0010,S003,82,2024-02-06,2024-02-12
PO00742,2022-08-07,SKU0009,S005,145,2022-08-21,2022-08-21
PO00743,2020-12-25,SKU0002,S001,362,2021-01-07,2021-01-06
PO00744,2024-08-14,SKU0028,S001,388,2024-08-23,2024-08-23
PO00745,2019-03-19,SKU0028,S001,79,2019-03-22,2019-03-31
PO00746,2019-05-12,SKU0015,S002,434,2019-05-21,2019-05-27
PO00747,2020-08-23,SKU0030,S002,496,2020-08-30,2020-09-08
PO00748,2023-11-08,SKU0005,S007,205,2023-11-15,2023-11-19
PO00749,2021-12-01,SKU0029,S004,278,2021-12-05,2021-12-11
PO00750,2024-11-06,SKU0022,S005,58,2024-11-12,2024-11-11
PO00751,2024-02-07,SKU0004,S003,325,2024-02-21,2024-02-23
PO00752,2022-08-11,SKU0020,S009,139,2022-08-19,2022-08-20
PO00753,2020-09-07,SKU0004,S003,453,2020-09-19,2020-09-18
